,rouge-1,rouge-2,rouge-l
741,"{'r': 0.9019607843137255, 'p': 0.8070175438596491, 'f': 0.851851846867284}","{'r': 0.8070175438596491, 'p': 0.7540983606557377, 'f': 0.779661011954898}","{'r': 0.9019607843137255, 'p': 0.8070175438596491, 'f': 0.851851846867284}"
742,"{'r': 0.1702127659574468, 'p': 0.14285714285714285, 'f': 0.155339800863418}","{'r': 0.08333333333333333, 'p': 0.07017543859649122, 'f': 0.07619047122721122}","{'r': 0.1702127659574468, 'p': 0.14285714285714285, 'f': 0.155339800863418}"
743,"{'r': 0.96, 'p': 0.6486486486486487, 'f': 0.7741935435744017}","{'r': 0.8983050847457628, 'p': 0.6162790697674418, 'f': 0.7310344779319858}","{'r': 0.96, 'p': 0.6486486486486487, 'f': 0.7741935435744017}"
744,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 0.9622641509433962, 'p': 0.9622641509433962, 'f': 0.9622641459433963}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
745,"{'r': 1.0, 'p': 0.8484848484848485, 'f': 0.9180327819188391}","{'r': 0.9344262295081968, 'p': 0.7702702702702703, 'f': 0.8444444394908094}","{'r': 1.0, 'p': 0.8484848484848485, 'f': 0.9180327819188391}"
746,"{'r': 0.8833333333333333, 'p': 0.9636363636363636, 'f': 0.9217391254442344}","{'r': 0.8307692307692308, 'p': 0.9473684210526315, 'f': 0.885245896660844}","{'r': 0.8833333333333333, 'p': 0.9636363636363636, 'f': 0.9217391254442344}"
747,"{'r': 0.3114754098360656, 'p': 0.41304347826086957, 'f': 0.35514018201414976}","{'r': 0.1875, 'p': 0.2222222222222222, 'f': 0.20338982554438392}","{'r': 0.3114754098360656, 'p': 0.41304347826086957, 'f': 0.35514018201414976}"
748,"{'r': 0.44, 'p': 0.43137254901960786, 'f': 0.4356435593569259}","{'r': 0.29508196721311475, 'p': 0.2727272727272727, 'f': 0.2834645619368839}","{'r': 0.4, 'p': 0.39215686274509803, 'f': 0.3960395989608862}"
749,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
750,"{'r': 0.8392857142857143, 'p': 0.7833333333333333, 'f': 0.8103448225921522}","{'r': 0.7936507936507936, 'p': 0.704225352112676, 'f': 0.7462686517342393}","{'r': 0.8392857142857143, 'p': 0.7833333333333333, 'f': 0.8103448225921522}"
751,"{'r': 0.7659574468085106, 'p': 0.8372093023255814, 'f': 0.7999999950098766}","{'r': 0.6129032258064516, 'p': 0.6909090909090909, 'f': 0.6495726445905473}","{'r': 0.7446808510638298, 'p': 0.813953488372093, 'f': 0.7777777727876544}"
752,"{'r': 0.5, 'p': 0.4528301886792453, 'f': 0.47524751976472895}","{'r': 0.3684210526315789, 'p': 0.3230769230769231, 'f': 0.3442622901034669}","{'r': 0.5, 'p': 0.4528301886792453, 'f': 0.47524751976472895}"
753,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
754,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
755,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
756,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
757,"{'r': 0.6923076923076923, 'p': 0.6923076923076923, 'f': 0.6923076873076923}","{'r': 0.5689655172413793, 'p': 0.5789473684210527, 'f': 0.5739130384786391}","{'r': 0.6730769230769231, 'p': 0.6730769230769231, 'f': 0.6730769180769232}"
758,"{'r': 0.4375, 'p': 0.3387096774193548, 'f': 0.3818181768991736}","{'r': 0.3114754098360656, 'p': 0.2638888888888889, 'f': 0.28571428074848776}","{'r': 0.4375, 'p': 0.3387096774193548, 'f': 0.3818181768991736}"
759,"{'r': 0.4, 'p': 0.4489795918367347, 'f': 0.4230769180935652}","{'r': 0.265625, 'p': 0.29310344827586204, 'f': 0.2786885196022575}","{'r': 0.4, 'p': 0.4489795918367347, 'f': 0.4230769180935652}"
760,"{'r': 0.5384615384615384, 'p': 0.5, 'f': 0.5185185135253774}","{'r': 0.3076923076923077, 'p': 0.2898550724637681, 'f': 0.2985074576910226}","{'r': 0.5384615384615384, 'p': 0.5, 'f': 0.5185185135253774}"
761,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
762,"{'r': 1.0, 'p': 0.8363636363636363, 'f': 0.9108910841486129}","{'r': 0.9818181818181818, 'p': 0.8307692307692308, 'f': 0.8999999950347223}","{'r': 1.0, 'p': 0.8363636363636363, 'f': 0.9108910841486129}"
763,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
764,"{'r': 0.68, 'p': 0.5666666666666667, 'f': 0.6181818132231407}","{'r': 0.49122807017543857, 'p': 0.3835616438356164, 'f': 0.43076922584497046}","{'r': 0.66, 'p': 0.55, 'f': 0.5999999950413225}"
765,"{'r': 0.7346938775510204, 'p': 0.75, 'f': 0.742268036237645}","{'r': 0.6451612903225806, 'p': 0.625, 'f': 0.6349206299218948}","{'r': 0.7346938775510204, 'p': 0.75, 'f': 0.742268036237645}"
766,"{'r': 0.9649122807017544, 'p': 0.9649122807017544, 'f': 0.9649122757017544}","{'r': 0.9384615384615385, 'p': 0.9242424242424242, 'f': 0.9312977049239555}","{'r': 0.9649122807017544, 'p': 0.9649122807017544, 'f': 0.9649122757017544}"
767,"{'r': 0.864406779661017, 'p': 0.8793103448275862, 'f': 0.8717948667952371}","{'r': 0.8507462686567164, 'p': 0.8260869565217391, 'f': 0.8382352891187284}","{'r': 0.864406779661017, 'p': 0.8793103448275862, 'f': 0.8717948667952371}"
768,"{'r': 0.9310344827586207, 'p': 0.9, 'f': 0.915254232289572}","{'r': 0.90625, 'p': 0.8529411764705882, 'f': 0.8787878737924701}","{'r': 0.9310344827586207, 'p': 0.9, 'f': 0.915254232289572}"
769,"{'r': 0.5789473684210527, 'p': 0.6875, 'f': 0.6285714236081633}","{'r': 0.484375, 'p': 0.543859649122807, 'f': 0.51239668923161}","{'r': 0.5614035087719298, 'p': 0.6666666666666666, 'f': 0.6095238045605443}"
770,"{'r': 1.0, 'p': 0.8888888888888888, 'f': 0.9411764656055364}","{'r': 0.9821428571428571, 'p': 0.8870967741935484, 'f': 0.9322033848434359}","{'r': 1.0, 'p': 0.8888888888888888, 'f': 0.9411764656055364}"
771,"{'r': 0.9433962264150944, 'p': 0.8620689655172413, 'f': 0.9009008959110463}","{'r': 0.8709677419354839, 'p': 0.7397260273972602, 'f': 0.7999999950331963}","{'r': 0.9433962264150944, 'p': 0.8620689655172413, 'f': 0.9009008959110463}"
772,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
773,"{'r': 0.40816326530612246, 'p': 0.32786885245901637, 'f': 0.3636363586958678}","{'r': 0.25, 'p': 0.2112676056338028, 'f': 0.22900762862304072}","{'r': 0.3877551020408163, 'p': 0.3114754098360656, 'f': 0.3454545405140496}"
774,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
775,"{'r': 0.96, 'p': 0.8727272727272727, 'f': 0.9142857092970523}","{'r': 0.9433962264150944, 'p': 0.8620689655172413, 'f': 0.9009008959110463}","{'r': 0.96, 'p': 0.8727272727272727, 'f': 0.9142857092970523}"
776,"{'r': 0.7647058823529411, 'p': 0.8478260869565217, 'f': 0.8041237063534914}","{'r': 0.7192982456140351, 'p': 0.7884615384615384, 'f': 0.7522935729921725}","{'r': 0.7647058823529411, 'p': 0.8478260869565217, 'f': 0.8041237063534914}"
777,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
778,"{'r': 1.0, 'p': 0.9387755102040817, 'f': 0.9684210476365651}","{'r': 1.0, 'p': 0.9166666666666666, 'f': 0.9565217341398866}","{'r': 1.0, 'p': 0.9387755102040817, 'f': 0.9684210476365651}"
779,"{'r': 0.48214285714285715, 'p': 0.5625, 'f': 0.5192307642603551}","{'r': 0.31666666666666665, 'p': 0.3333333333333333, 'f': 0.32478631978961214}","{'r': 0.4642857142857143, 'p': 0.5416666666666666, 'f': 0.49999999502958586}"
780,"{'r': 0.18, 'p': 0.14516129032258066, 'f': 0.16071428077168382}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.16, 'p': 0.12903225806451613, 'f': 0.14285713791454097}"
781,"{'r': 0.45454545454545453, 'p': 0.35714285714285715, 'f': 0.399999995072}","{'r': 0.26666666666666666, 'p': 0.24615384615384617, 'f': 0.2559999950080001}","{'r': 0.45454545454545453, 'p': 0.35714285714285715, 'f': 0.399999995072}"
782,"{'r': 0.7580645161290323, 'p': 0.8392857142857143, 'f': 0.7966101645044529}","{'r': 0.6056338028169014, 'p': 0.6231884057971014, 'f': 0.6142857092867348}","{'r': 0.7580645161290323, 'p': 0.8392857142857143, 'f': 0.7966101645044529}"
783,"{'r': 0.8, 'p': 0.7058823529411765, 'f': 0.7499999950195314}","{'r': 0.7755102040816326, 'p': 0.6551724137931034, 'f': 0.7102803688671501}","{'r': 0.8, 'p': 0.7058823529411765, 'f': 0.7499999950195314}"
784,"{'r': 0.7777777777777778, 'p': 0.8076923076923077, 'f': 0.7924528251904592}","{'r': 0.6515151515151515, 'p': 0.7288135593220338, 'f': 0.68799999501568}","{'r': 0.7777777777777778, 'p': 0.8076923076923077, 'f': 0.7924528251904592}"
785,"{'r': 0.7818181818181819, 'p': 0.671875, 'f': 0.7226890706588519}","{'r': 0.6290322580645161, 'p': 0.582089552238806, 'f': 0.6046511577982093}","{'r': 0.7818181818181819, 'p': 0.671875, 'f': 0.7226890706588519}"
786,"{'r': 0.11764705882352941, 'p': 0.10909090909090909, 'f': 0.1132075421769315}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.11764705882352941, 'p': 0.10909090909090909, 'f': 0.1132075421769315}"
787,"{'r': 0.723404255319149, 'p': 0.6296296296296297, 'f': 0.6732673217566906}","{'r': 0.5344827586206896, 'p': 0.484375, 'f': 0.508196716323569}","{'r': 0.723404255319149, 'p': 0.6296296296296297, 'f': 0.6732673217566906}"
788,"{'r': 0.9215686274509803, 'p': 0.9038461538461539, 'f': 0.9126213542237722}","{'r': 0.8666666666666667, 'p': 0.8524590163934426, 'f': 0.8595041272317464}","{'r': 0.9215686274509803, 'p': 0.9038461538461539, 'f': 0.9126213542237722}"
789,"{'r': 0.9811320754716981, 'p': 0.8524590163934426, 'f': 0.912280696779009}","{'r': 0.9629629629629629, 'p': 0.8125, 'f': 0.8813559272392991}","{'r': 0.9811320754716981, 'p': 0.8524590163934426, 'f': 0.912280696779009}"
790,"{'r': 0.7333333333333333, 'p': 0.717391304347826, 'f': 0.7252747202753291}","{'r': 0.6909090909090909, 'p': 0.6229508196721312, 'f': 0.6551724088064805}","{'r': 0.7333333333333333, 'p': 0.717391304347826, 'f': 0.7252747202753291}"
791,"{'r': 0.7884615384615384, 'p': 0.7454545454545455, 'f': 0.7663551351908464}","{'r': 0.6031746031746031, 'p': 0.5757575757575758, 'f': 0.5891472818244097}","{'r': 0.7884615384615384, 'p': 0.7454545454545455, 'f': 0.7663551351908464}"
792,"{'r': 0.6551724137931034, 'p': 0.7450980392156863, 'f': 0.6972477014426396}","{'r': 0.5, 'p': 0.559322033898305, 'f': 0.5279999950156801}","{'r': 0.6551724137931034, 'p': 0.7450980392156863, 'f': 0.6972477014426396}"
793,"{'r': 0.5740740740740741, 'p': 0.6458333333333334, 'f': 0.6078431322722031}","{'r': 0.4838709677419355, 'p': 0.5, 'f': 0.49180327368986837}","{'r': 0.5555555555555556, 'p': 0.625, 'f': 0.5882352891349482}"
794,"{'r': 0.6415094339622641, 'p': 0.6538461538461539, 'f': 0.6476190426195012}","{'r': 0.5441176470588235, 'p': 0.5967741935483871, 'f': 0.5692307642414202}","{'r': 0.6415094339622641, 'p': 0.6538461538461539, 'f': 0.6476190426195012}"
795,"{'r': 0.6382978723404256, 'p': 0.625, 'f': 0.6315789423689752}","{'r': 0.32727272727272727, 'p': 0.3333333333333333, 'f': 0.33027522435821904}","{'r': 0.6170212765957447, 'p': 0.6041666666666666, 'f': 0.6105263107900277}"
796,"{'r': 0.6037735849056604, 'p': 0.5, 'f': 0.5470085420527432}","{'r': 0.45901639344262296, 'p': 0.3783783783783784, 'f': 0.4148148098611798}","{'r': 0.6037735849056604, 'p': 0.5, 'f': 0.5470085420527432}"
797,"{'r': 0.9387755102040817, 'p': 1.0, 'f': 0.9684210476365651}","{'r': 0.9298245614035088, 'p': 0.9814814814814815, 'f': 0.9549549499586073}","{'r': 0.9387755102040817, 'p': 1.0, 'f': 0.9684210476365651}"
798,"{'r': 0.7924528301886793, 'p': 0.8235294117647058, 'f': 0.8076923026941568}","{'r': 0.7096774193548387, 'p': 0.7457627118644068, 'f': 0.727272722275801}","{'r': 0.7924528301886793, 'p': 0.8235294117647058, 'f': 0.8076923026941568}"
799,"{'r': 0.19230769230769232, 'p': 0.22727272727272727, 'f': 0.20833332836805565}","{'r': 0.03125, 'p': 0.034482758620689655, 'f': 0.03278688025799592}","{'r': 0.15384615384615385, 'p': 0.18181818181818182, 'f': 0.16666666170138905}"
800,"{'r': 0.9824561403508771, 'p': 0.875, 'f': 0.9256198297274777}","{'r': 0.9142857142857143, 'p': 0.810126582278481, 'f': 0.8590603977028063}","{'r': 0.9824561403508771, 'p': 0.875, 'f': 0.9256198297274777}"
801,"{'r': 0.4528301886792453, 'p': 0.43636363636363634, 'f': 0.44444443944615913}","{'r': 0.3333333333333333, 'p': 0.3389830508474576, 'f': 0.3361344487818657}","{'r': 0.4528301886792453, 'p': 0.43636363636363634, 'f': 0.44444443944615913}"
802,"{'r': 0.7142857142857143, 'p': 0.7843137254901961, 'f': 0.7476635464127872}","{'r': 0.5, 'p': 0.5961538461538461, 'f': 0.5438596441612804}","{'r': 0.7142857142857143, 'p': 0.7843137254901961, 'f': 0.7476635464127872}"
803,"{'r': 0.9583333333333334, 'p': 0.9452054794520548, 'f': 0.9517241329312724}","{'r': 0.9382716049382716, 'p': 0.8941176470588236, 'f': 0.9156626456053127}","{'r': 0.9583333333333334, 'p': 0.9452054794520548, 'f': 0.9517241329312724}"
804,"{'r': 0.6304347826086957, 'p': 0.7435897435897436, 'f': 0.6823529362103807}","{'r': 0.5555555555555556, 'p': 0.625, 'f': 0.5882352891349482}","{'r': 0.6304347826086957, 'p': 0.7435897435897436, 'f': 0.6823529362103807}"
805,"{'r': 0.8392857142857143, 'p': 0.734375, 'f': 0.7833333283555555}","{'r': 0.6176470588235294, 'p': 0.5675675675675675, 'f': 0.5915492907835748}","{'r': 0.8392857142857143, 'p': 0.734375, 'f': 0.7833333283555555}"
806,"{'r': 0.84, 'p': 0.75, 'f': 0.7924528252046993}","{'r': 0.7796610169491526, 'p': 0.6865671641791045, 'f': 0.7301587251788865}","{'r': 0.84, 'p': 0.75, 'f': 0.7924528252046993}"
807,"{'r': 0.7169811320754716, 'p': 0.7037037037037037, 'f': 0.7102803688322126}","{'r': 0.5909090909090909, 'p': 0.5571428571428572, 'f': 0.5735294067690312}","{'r': 0.7169811320754716, 'p': 0.7037037037037037, 'f': 0.7102803688322126}"
808,"{'r': 0.9122807017543859, 'p': 0.8253968253968254, 'f': 0.8666666616791667}","{'r': 0.8688524590163934, 'p': 0.7794117647058824, 'f': 0.8217054213713119}","{'r': 0.9122807017543859, 'p': 0.8253968253968254, 'f': 0.8666666616791667}"
809,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
810,"{'r': 0.9830508474576272, 'p': 0.9354838709677419, 'f': 0.9586776809534868}","{'r': 0.9552238805970149, 'p': 0.9014084507042254, 'f': 0.9275362268882589}","{'r': 0.9830508474576272, 'p': 0.9354838709677419, 'f': 0.9586776809534868}"
811,"{'r': 0.9090909090909091, 'p': 1.0, 'f': 0.9523809473922903}","{'r': 0.8983050847457628, 'p': 0.9636363636363636, 'f': 0.9298245564096647}","{'r': 0.9090909090909091, 'p': 1.0, 'f': 0.9523809473922903}"
812,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
813,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 0.9836065573770492, 'p': 0.967741935483871, 'f': 0.9756097510978915}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
814,"{'r': 0.734375, 'p': 0.8545454545454545, 'f': 0.7899159614151544}","{'r': 0.6714285714285714, 'p': 0.7704918032786885, 'f': 0.717557246931997}","{'r': 0.71875, 'p': 0.8363636363636363, 'f': 0.7731092387260786}"
815,"{'r': 1.0, 'p': 0.8846153846153846, 'f': 0.9387755052228238}","{'r': 1.0, 'p': 0.8307692307692308, 'f': 0.907563020252807}","{'r': 1.0, 'p': 0.8846153846153846, 'f': 0.9387755052228238}"
816,"{'r': 0.6612903225806451, 'p': 0.6949152542372882, 'f': 0.6776859454162968}","{'r': 0.4246575342465753, 'p': 0.4696969696969697, 'f': 0.44604316048030646}","{'r': 0.6451612903225806, 'p': 0.6779661016949152, 'f': 0.661157019796462}"
817,"{'r': 0.5882352941176471, 'p': 0.5555555555555556, 'f': 0.5714285664326532}","{'r': 0.4406779661016949, 'p': 0.4126984126984127, 'f': 0.4262295032020962}","{'r': 0.5686274509803921, 'p': 0.5370370370370371, 'f': 0.5523809473850341}"
818,"{'r': 0.8166666666666667, 'p': 0.765625, 'f': 0.7903225756503642}","{'r': 0.7761194029850746, 'p': 0.7222222222222222, 'f': 0.7482014338553905}","{'r': 0.7333333333333333, 'p': 0.6875, 'f': 0.7096774143600416}"
819,"{'r': 0.8333333333333334, 'p': 0.7627118644067796, 'f': 0.7964601720009399}","{'r': 0.7241379310344828, 'p': 0.6461538461538462, 'f': 0.6829268242844868}","{'r': 0.8333333333333334, 'p': 0.7627118644067796, 'f': 0.7964601720009399}"
820,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
821,"{'r': 0.6491228070175439, 'p': 0.6491228070175439, 'f': 0.6491228020175439}","{'r': 0.5138888888888888, 'p': 0.5692307692307692, 'f': 0.5401459804145133}","{'r': 0.6491228070175439, 'p': 0.6491228070175439, 'f': 0.6491228020175439}"
822,"{'r': 0.7708333333333334, 'p': 0.7254901960784313, 'f': 0.7474747424793389}","{'r': 0.6792452830188679, 'p': 0.631578947368421, 'f': 0.6545454495520661}","{'r': 0.7708333333333334, 'p': 0.7254901960784313, 'f': 0.7474747424793389}"
823,"{'r': 0.6346153846153846, 'p': 0.673469387755102, 'f': 0.6534653415390648}","{'r': 0.47619047619047616, 'p': 0.5084745762711864, 'f': 0.4918032736938995}","{'r': 0.6346153846153846, 'p': 0.673469387755102, 'f': 0.6534653415390648}"
824,"{'r': 0.46296296296296297, 'p': 0.5102040816326531, 'f': 0.48543688821566605}","{'r': 0.2786885245901639, 'p': 0.288135593220339, 'f': 0.28333332833472225}","{'r': 0.4444444444444444, 'p': 0.4897959183673469, 'f': 0.4660194124875106}"
825,"{'r': 0.8653846153846154, 'p': 0.7894736842105263, 'f': 0.8256880684050165}","{'r': 0.7666666666666667, 'p': 0.71875, 'f': 0.7419354788761707}","{'r': 0.8653846153846154, 'p': 0.7894736842105263, 'f': 0.8256880684050165}"
826,"{'r': 0.5789473684210527, 'p': 0.5689655172413793, 'f': 0.5739130384786391}","{'r': 0.4603174603174603, 'p': 0.4393939393939394, 'f': 0.44961239810347936}","{'r': 0.5789473684210527, 'p': 0.5689655172413793, 'f': 0.5739130384786391}"
827,"{'r': 0.6326530612244898, 'p': 0.5636363636363636, 'f': 0.5961538411704882}","{'r': 0.5517241379310345, 'p': 0.5079365079365079, 'f': 0.5289256148432484}","{'r': 0.6326530612244898, 'p': 0.5636363636363636, 'f': 0.5961538411704882}"
828,"{'r': 0.9655172413793104, 'p': 1.0, 'f': 0.9824561353524162}","{'r': 0.9365079365079365, 'p': 0.9672131147540983, 'f': 0.9516128982271072}","{'r': 0.9655172413793104, 'p': 1.0, 'f': 0.9824561353524162}"
829,"{'r': 1.0, 'p': 0.9642857142857143, 'f': 0.9818181768198347}","{'r': 0.9696969696969697, 'p': 0.927536231884058, 'f': 0.9481481431506174}","{'r': 1.0, 'p': 0.9642857142857143, 'f': 0.9818181768198347}"
830,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 0.9655172413793104, 'p': 0.9824561403508771, 'f': 0.973913038478639}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
831,"{'r': 1.0, 'p': 0.9259259259259259, 'f': 0.961538456545858}","{'r': 0.9508196721311475, 'p': 0.8285714285714286, 'f': 0.885496178229707}","{'r': 1.0, 'p': 0.9259259259259259, 'f': 0.961538456545858}"
832,"{'r': 0.660377358490566, 'p': 0.7142857142857143, 'f': 0.686274504811611}","{'r': 0.5714285714285714, 'p': 0.5714285714285714, 'f': 0.5714285664285715}","{'r': 0.660377358490566, 'p': 0.7142857142857143, 'f': 0.686274504811611}"
833,"{'r': 0.36, 'p': 0.3673469387755102, 'f': 0.3636363586368738}","{'r': 0.22807017543859648, 'p': 0.23214285714285715, 'f': 0.23008849057561293}","{'r': 0.36, 'p': 0.3673469387755102, 'f': 0.3636363586368738}"
834,"{'r': 0.52, 'p': 0.52, 'f': 0.5199999950000002}","{'r': 0.5, 'p': 0.45161290322580644, 'f': 0.474576266199368}","{'r': 0.52, 'p': 0.52, 'f': 0.5199999950000002}"
835,"{'r': 0.7966101694915254, 'p': 0.7704918032786885, 'f': 0.7833333283347224}","{'r': 0.75, 'p': 0.7164179104477612, 'f': 0.7328244224835384}","{'r': 0.7966101694915254, 'p': 0.7704918032786885, 'f': 0.7833333283347224}"
836,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
837,"{'r': 0.36538461538461536, 'p': 0.3958333333333333, 'f': 0.379999995008}","{'r': 0.22950819672131148, 'p': 0.2545454545454545, 'f': 0.2413793053582046}","{'r': 0.36538461538461536, 'p': 0.3958333333333333, 'f': 0.379999995008}"
838,"{'r': 0.559322033898305, 'p': 0.55, 'f': 0.5546218437398489}","{'r': 0.4153846153846154, 'p': 0.4090909090909091, 'f': 0.4122137354583067}","{'r': 0.5084745762711864, 'p': 0.5, 'f': 0.5042016756726221}"
839,"{'r': 1.0, 'p': 1.0, 'f': 0.999999995}","{'r': 0.96875, 'p': 0.9393939393939394, 'f': 0.9538461488473374}","{'r': 1.0, 'p': 1.0, 'f': 0.999999995}"
840,"{'r': 0.9636363636363636, 'p': 0.9814814814814815, 'f': 0.9724770592206043}","{'r': 0.9375, 'p': 0.9523809523809523, 'f': 0.9448818847640895}","{'r': 0.9636363636363636, 'p': 0.9814814814814815, 'f': 0.9724770592206043}"
841,"{'r': 0.9387755102040817, 'p': 0.7419354838709677, 'f': 0.8288288238974111}","{'r': 0.8596491228070176, 'p': 0.6533333333333333, 'f': 0.7424242375172178}","{'r': 0.9387755102040817, 'p': 0.7419354838709677, 'f': 0.8288288238974111}"
842,"{'r': 0.925, 'p': 0.6981132075471698, 'f': 0.7956989198288821}","{'r': 0.8823529411764706, 'p': 0.6617647058823529, 'f': 0.7563025161104443}","{'r': 0.925, 'p': 0.6981132075471698, 'f': 0.7956989198288821}"
